toolname,answer_id,question_id,comment_count,creation_date,is_accepted,last_activity_date,owner_reputation,owner_id,score,sentence,neg,pos,neu,com
AppDynamics,13532221,13524580,1,"2012/11/23, 17:48:01",False,"2012/11/23, 17:48:01",17.0,1847969.0,0,"I suggest to look into Gartners magic quadrant and get dynaTrace since it has negligible overhead , less than 1% in production under load.",0.0,0.0,1.0,0.0
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,Full Disclosure: I currently work for AppDynamics.,0.0,0.0,1.0,0.0
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,AppDynamics was designed from the ground up for high volume production environments but works equally well in both prod and non-prod.,0.0,0.117,0.883,0.3919
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,"It's currently running in production in some of the worlds largest mission critical application environments at Netflix, Exact Target, Edmunds, and many others.",0.095,0.0,0.905,-0.3182
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,Here are a few quotes from existing customers…,0.0,0.0,1.0,0.0
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,"""It's like a profiler that you can run in production"" -- Leonid Igolnik, Taleo",0.0,0.172,0.828,0.3612
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,"""We found that the overhead was negligible"" -- Jacob Marcus, Care.com",0.0,0.0,1.0,0.0
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,"""We wanted a monitoring solution that wouldn't impact our production runway"" -- John Martin, Edmunds",0.0,0.15,0.85,0.3182
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,AppDynamics overhead is extremely low but I suggest you test it and see for yourself.,0.115,0.0,0.885,-0.177
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,You can download and use it for free from the AppDynamics website.,0.0,0.231,0.769,0.5106
AppDynamics,13570380,13524580,1,"2012/11/26, 19:52:11",True,"2012/11/26, 19:52:11",74.0,1854219.0,5,Good luck in your search for the right APM tool.,0.0,0.424,0.576,0.7096
AppDynamics,13806782,13524580,0,"2012/12/10, 20:18:05",False,"2012/12/10, 20:18:05",207.0,153728.0,1,Yes it will if the application is sensitive to extra GC cycles caused by call stack sampling.,0.0,0.144,0.856,0.4019
AppDynamics,13806782,13524580,0,"2012/12/10, 20:18:05",False,"2012/12/10, 20:18:05",207.0,153728.0,1,The impact will depend on the number of threads and typical call stack depth.,0.0,0.091,0.909,0.0772
AppDynamics,13806782,13524580,0,"2012/12/10, 20:18:05",False,"2012/12/10, 20:18:05",207.0,153728.0,1,"This is not specific to AppDynamics, other call stack sampling solutions such as NewRelic and VisualVM Sampler will have a similar impact.",0.0,0.078,0.922,0.1779
AppDynamics,13806782,13524580,0,"2012/12/10, 20:18:05",False,"2012/12/10, 20:18:05",207.0,153728.0,1,http://www.jinspired.com/wp-content/uploads/2011/11/JXInsightOpenCore_Good_APM_vs_AppDynamics_Bad_APM.pdf,0.0,0.0,1.0,0.0
AppDynamics,13806782,13524580,0,"2012/12/10, 20:18:05",False,"2012/12/10, 20:18:05",207.0,153728.0,1,http://www.jinspired.com/wp-content/uploads/2011/11/JXInsightOpenCore_vs_AppDynamics.pdf,0.0,0.0,1.0,0.0
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,There are a number of assumptions made by a vendor but the following are most common:,0.0,0.081,0.919,0.0387
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume you have a slow performing database backend.,0.0,0.0,1.0,0.0
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume that you already know your performance hotspots.,0.0,0.0,1.0,0.0
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume that you will not notice tricks used to hide our overhead.,0.113,0.091,0.796,-0.0849
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume that you know little about performance engineering.,0.0,0.0,1.0,0.0
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,And my favorite (5) is the restriction within a vendors software license on the publication of benchmark results.,0.104,0.149,0.746,0.2263
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume that you blindly accept our claims – unquestionably.,0.0,0.224,0.776,0.3818
AppDynamics,19518863,13524580,0,"2013/10/22, 16:10:28",False,"2013/10/22, 16:10:28",3374.0,2508411.0,1,"Appdynamics will not slow down your system significant, I was on a usermeeting and they said that they always try to be under 2% cpu usage, thats nothing compared to what you get from them.",0.0,0.053,0.947,0.2023
AppDynamics,19518863,13524580,0,"2013/10/22, 16:10:28",False,"2013/10/22, 16:10:28",3374.0,2508411.0,1,"They are working with samples per time, so if you have 10 requests per second or 100, they will still take the same amout of your cpu / bandwith / whatever.",0.0,0.0,1.0,0.0
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,The way that these products generally work is by doing bytecode injection / function interposition / monkey-patching on commonly used libraries and methods.,0.0,0.0,1.0,0.0
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"For instance, you might hook into JDBC query methods, servlet base classes, and HTTP client libraries.",0.0,0.0,1.0,0.0
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"When a request enters the application, track all the important methods/calls it makes, and log them in some way.",0.0,0.096,0.904,0.2023
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"Take the data and crunch it into analytics, charts, and alerts.",0.0,0.0,1.0,0.0
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"On top of that, you can start to add in statistical profiling or other options.",0.0,0.114,0.886,0.2023
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,The tricky things are tracking requests across process boundaries and dealing with the volume of performance data you'll gather.,0.082,0.0,0.918,-0.1531
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,(I work on this problem at AppNeta),0.342,0.0,0.658,-0.481
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"One thing to check out is Twitter Zipkin ( https://github.com/twitter/zipkin ), doesn't support much and pretty early-stage but interesting project.",0.07,0.243,0.687,0.615
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,Both AppDynamics and New Relic use Standard BCI to monitor the common interfaces (entry and exit points) developers use to build applications (e.g.,0.0,0.0,1.0,0.0
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,"Servlet, struts, SOAP, JMS, JDBC, ...).",0.0,0.0,1.0,0.0
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,This provides a basic skeleton of code execution (call graphs) with timing information which represents less than 5% of code that is executed.,0.0,0.0,1.0,0.0
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,The secret is to then uncover the timing of the remaining 95% code execution during slowdowns without incurring too much overhead in a production JVM.,0.0,0.0,1.0,0.0
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,AppDynamics uses a combination of in-memory agent analytics and Java API calls to then extract the remaining code execution in real-time.,0.0,0.0,1.0,0.0
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,This means no custom instrumentation is required or explicit declaration of what classes/methods you want the monitoring solution to instrument.,0.096,0.158,0.746,0.1027
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,AppDynamics data collection is very different to that of New Relic.,0.0,0.0,1.0,0.0
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,"For example, with AppDynamics you can get a complete distributed call graph across multiple JVMs for a specific user request, rather than say an aggregate of requests.",0.0,0.0,1.0,0.0
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,"BCI is a commodity these days, the difference is in the analytics and algorithms used by vendors that trigger diagnostics/call graph information so you end up with the right visibility at the right time to solve problems.",0.07,0.047,0.883,-0.2263
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,Steve.,0.0,0.0,1.0,0.0
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,That error means that gradle is unable to resolve the dependency on  com.appdynamics:appdynamics-runtime .,0.166,0.16,0.675,-0.0258
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,The easiest way to fix this problem is to use the AppDynamics libraries from maven central rather than the  adeum-maven-repo  directory.,0.125,0.112,0.762,-0.0836
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,You can do that by editing your top level gradle file to look like this:,0.0,0.249,0.751,0.5106
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,Then your project-level gradle file would look like:,0.0,0.263,0.737,0.3612
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,"Note that I have removed the references to  adeum-maven-repo , and changed the version numbers on the AppDynamics artifacts to refer to them as they exist in maven central.",0.0,0.0,1.0,0.0
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,"Once you've done this, you no longer need  adeum-maven-repo  in your project, since gradle is now downloading these dependencies automatically.",0.104,0.0,0.896,-0.296
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,"JAVA_OPTS=""$JAVA_OPTS -Djboss.modules.system.pkgs=org.jboss.byteman,com.singularity,org""
If you do not initialize the JVM, the installation throws a ""class not found"" exception.",0.0,0.0,1.0,0.0
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,"-Djava.util.logging.manager=org.jboss.logmanager.LogManager -Xbootclasspath/p:
/jboss-logmanager-.jar",0.0,0.0,1.0,0.0
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,"JDK9 and above, -Xbootclasspath/p option has been removed; use -Xbootclasspath/a instead.",0.0,0.0,1.0,0.0
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,"-Djava.util.logging.manager=org.jboss.logmanager.LogManager -Xbootclasspath/a:
/jboss-logmanager-.jar",0.0,0.0,1.0,0.0
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,https://docs.appdynamics.com/display/PRO45/JBoss+and+Wildfly+Startup+Settings#JBossandWildflyStartupSettings-InitializetheJVM,0.0,0.0,1.0,0.0
AppDynamics,16171037,16161856,0,"2013/04/23, 16:48:17",False,"2013/04/23, 16:48:17",11.0,2047636.0,1,A great place to ask this question would be on the AppDynamics discussion forums so that AppDynamics support can answer you directly...  http://appsphere.appdynamics.com/t5/Discussions/ct-p/Discussions,0.0,0.261,0.739,0.7943
AppDynamics,16171037,16161856,0,"2013/04/23, 16:48:17",False,"2013/04/23, 16:48:17",11.0,2047636.0,1,I'm guessing there is a permissions issue somewhere.,0.0,0.0,1.0,0.0
AppDynamics,18347965,16161856,0,"2013/08/21, 05:35:52",False,"2013/08/21, 05:35:52",17506.0,524588.0,1,"You should copy all files to run the agent, not just javaagent.jar.",0.0,0.0,1.0,0.0
AppDynamics,18347965,16161856,0,"2013/08/21, 05:35:52",False,"2013/08/21, 05:35:52",17506.0,524588.0,1,This is a thread about it.,0.0,0.0,1.0,0.0
AppDynamics,18347965,16161856,0,"2013/08/21, 05:35:52",False,"2013/08/21, 05:35:52",17506.0,524588.0,1,http://appsphere.appdynamics.com/t5/Lite-for-Java/Keep-getting-a-quot-Invalid-Agent-Installation-Directory-quot-on/td-p/1151,0.0,0.0,1.0,0.0
AppDynamics,26749167,25891322,0,"2014/11/05, 05:23:23",True,"2014/11/05, 05:23:23",5502.0,376340.0,4,The definition can be found in AppDynamics docs:  Slow and Stalled Transactions,0.141,0.0,0.859,-0.2023
AppDynamics,26749167,25891322,0,"2014/11/05, 05:23:23",True,"2014/11/05, 05:23:23",5502.0,376340.0,4,"By default AppDynamics considers a slow transaction one that lasts longer than 3 times the standard deviation for the last two hours, a very slow transaction 4 times the standard deviation for the last two hours, and a stalled transaction one that lasts longer than 300 deviations above the average for the last two hours.",0.035,0.0,0.965,-0.2023
AppDynamics,26749167,25891322,0,"2014/11/05, 05:23:23",True,"2014/11/05, 05:23:23",5502.0,376340.0,4,"Of course, you can modify the default rules by providing your own:  Configure Thresholds",0.0,0.0,1.0,0.0
AppDynamics,29123098,29122786,0,"2015/03/18, 15:14:41",False,"2015/03/18, 15:14:41",505.0,4382794.0,0,"Even it is not the desired behaviour, if filtering by URL and specifying only createNewActivity worked for me (as long as there are no other REST URLs matching this).",0.129,0.0,0.871,-0.4614
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,"Generally, monitoring tools cannot record method-level data continuously, because they have to operate at a much lower level of overhead compared to profiling tools.",0.091,0.0,0.909,-0.296
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,"They focus on ""business transactions"" that show you high-level performance measurements with associated semantic information, such as the processing of an order in your web shop.",0.0,0.0,1.0,0.0
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,Method level data only comes in when these business transactions are too slow.,0.0,0.0,1.0,0.0
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,The monitoring tool will then start sampling the executing thread and show you a call tree or hot spots.,0.0,0.0,1.0,0.0
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,"However, you will not get this information for the entire VM for a continuous interval like you're used to from a profiler.",0.0,0.116,0.884,0.3612
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,"You mentioned JProfiler, so if you are already familiar with that tool, you might be interested in  perfino  as a monitoring solution.",0.0,0.208,0.792,0.6124
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,It shows you samples on the method level and has cross-over functionality into profiling with the native JVMTI interface.,0.0,0.0,1.0,0.0
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,It allows you to do  full sampling of the entire JVM  for a selected amount of time and look at the results in the JProfiler GUI.,0.0,0.0,1.0,0.0
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,Disclaimer: My company develops JProfiler and perfino.,0.0,0.0,1.0,0.0
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207.0,992280.0,-7,Information I got from another website.,0.0,0.0,1.0,0.0
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207.0,992280.0,-7,Application Insights (AI) is a very simplistic APM tool today.,0.0,0.0,1.0,0.0
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207.0,992280.0,-7,"It does do transaction tracing, it has very limited code and runtime diagnostics, and it doesn’t go very deep into analyzing the browser performance.",0.087,0.0,0.913,-0.2944
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207.0,992280.0,-7,Application Insights is much more like Google Analytics than like a typical APM tool.,0.0,0.337,0.663,0.6794
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298.0,7005159.0,1,We could install the AppDynamics extension use Azure portal or Kudu tool( https://functionAppname.scm.azurewebsites.net/ ).,0.0,0.0,1.0,0.0
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298.0,7005159.0,1,Azure Portal:,0.0,0.0,1.0,0.0
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298.0,7005159.0,1,Kudu UI,0.0,0.0,1.0,0.0
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298.0,7005159.0,1,After installation,0.0,0.0,1.0,0.0
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,I have used Crashlytics and Google Analytics together without any issue.,0.0,0.0,1.0,0.0
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,All the logging is done in a background process so I don't think you will notice any speed degradation but the app is technically doing more work so there is some sort of performance hit.,0.064,0.0,0.936,-0.296
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,I haven't seen any issues with the crashlog.,0.0,0.0,1.0,0.0
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,Analytics libraries just write the crashlogs to a file and then send them the next time the user opens your app.,0.0,0.0,1.0,0.0
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,They are not affecting how the actually crashes are handled by the operating system so there shouldn't be any issue with them conflicting.,0.109,0.0,0.891,-0.4019
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,First  : I would strongly suggest removing the unused one (or the one you don't prefer) from your code.,0.0,0.116,0.884,0.2732
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"For reasons, like : 
1.",0.0,0.455,0.545,0.3612
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,It will increase project size which in turn will increase your bundle size.,0.0,0.295,0.705,0.5574
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,2.,0.0,0.0,1.0,0.0
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,Messy code.,0.714,0.0,0.286,-0.3612
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,3.,0.0,0.0,1.0,0.0
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,There is no point checking two different analytics.,0.239,0.0,0.761,-0.296
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,4.,0.0,0.0,1.0,0.0
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"While third person is understanding the code, he would waste his time in understanding which will lead to confusion.",0.227,0.0,0.773,-0.6124
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,I might be missing other reasons.,0.355,0.0,0.645,-0.296
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"Second  : To answer your question, it should work fine.",0.0,0.184,0.816,0.2023
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"I did the same in one of my projects, where initially I was using  Hockey Crash reporting .",0.162,0.0,0.838,-0.4019
